split,content_char,target_font,content_font,l1,ssim,vgg
labels_val_unseen_font,g,apache_crushed_Crushed-Regular,ofl_abeezee_ABeeZee-Italic,0.14131498336791992,0.8220015168190002,0.3822898864746094
labels_val_unseen_font,h,apache_crushed_Crushed-Regular,apache_creepstercaps_CreepsterCaps-Regular,0.163217693567276,0.7847522497177124,0.3822898864746094
labels_val_unseen_font,i,apache_crushed_Crushed-Regular,apache_maidenorange_MaidenOrange-Regular,0.04370909184217453,0.9284615516662598,0.3822898864746094
labels_val_unseen_font,k,apache_crushed_Crushed-Regular,ofl_aboreto_Aboreto-Regular,0.10432864725589752,0.8386795520782471,0.3822898864746094
labels_val_unseen_font,l,apache_crushed_Crushed-Regular,ofl_allkin_Allkin-Regular,0.20346996188163757,0.7813931107521057,0.3822898864746094
labels_val_unseen_font,m,apache_crushed_Crushed-Regular,apache_maidenorange_MaidenOrange-Regular,0.16144627332687378,0.7560586929321289,0.3822898864746094
labels_val_unseen_font,n,apache_crushed_Crushed-Regular,ofl_alegreyasc_AlegreyaSC-Bold,0.1151663064956665,0.8286197185516357,0.3822898864746094
labels_val_unseen_font,o,apache_crushed_Crushed-Regular,ofl_alegreya_Alegreya_wght,0.11675792932510376,0.8478711843490601,0.3822898864746094
labels_val_unseen_font,p,apache_crushed_Crushed-Regular,apache_montez_Montez-Regular,0.14663901925086975,0.8369637727737427,0.3822898864746094
labels_val_unseen_font,q,apache_crushed_Crushed-Regular,apache_opensanshebrew_OpenSansHebrew-ExtraBold,0.1443280428647995,0.8035874366760254,0.3822898864746094
labels_val_unseen_font,r,apache_crushed_Crushed-Regular,apache_syncopate_Syncopate-Regular,0.062100812792778015,0.8974957466125488,0.3304242789745331
labels_val_unseen_font,s,apache_crushed_Crushed-Regular,apache_fontdinerswanky_FontdinerSwanky-Regular,0.06884018331766129,0.8709478378295898,0.3304242789745331
labels_val_unseen_font,t,apache_crushed_Crushed-Regular,ofl_alegreyasc_AlegreyaSC-Bold,0.08839069306850433,0.8639700412750244,0.3304242789745331
labels_val_unseen_font,u,apache_crushed_Crushed-Regular,apache_opensanshebrewcondensed_OpenSansHebrewCondensed-BoldItalic,0.08670543134212494,0.8716467618942261,0.3304242789745331
labels_val_unseen_font,v,apache_crushed_Crushed-Regular,ofl_aboreto_Aboreto-Regular,0.14049087464809418,0.8227837681770325,0.3304242789745331
labels_val_unseen_font,w,apache_crushed_Crushed-Regular,ofl_abeezee_ABeeZee-Italic,0.1600530445575714,0.7817817330360413,0.3304242789745331
labels_val_unseen_font,x,apache_crushed_Crushed-Regular,ofl_amarante_Amarante-Regular,0.12383189052343369,0.8461341857910156,0.3304242789745331
labels_val_unseen_font,y,apache_crushed_Crushed-Regular,ofl_alegreya_Alegreya_wght,0.04672398418188095,0.9078593254089355,0.3304242789745331
labels_val_unseen_font,0,apache_crushed_Crushed-Regular,apache_walterturncoat_WalterTurncoat-Regular,0.2084672749042511,0.7935247421264648,0.3304242789745331
labels_val_unseen_font,1,apache_crushed_Crushed-Regular,ofl_alfaslabone_AlfaSlabOne-Regular,0.059891581535339355,0.8996272683143616,0.3304242789745331
labels_val_unseen_font,2,apache_crushed_Crushed-Regular,apache_walterturncoat_WalterTurncoat-Regular,0.11403211951255798,0.8538055419921875,0.3304242789745331
labels_val_unseen_font,3,apache_crushed_Crushed-Regular,apache_walterturncoat_WalterTurncoat-Regular,0.09729976952075958,0.8678388595581055,0.3304242789745331
labels_val_unseen_font,4,apache_crushed_Crushed-Regular,apache_opensanshebrew_OpenSansHebrew-Bold,0.09950105845928192,0.8627572655677795,0.3304242789745331
labels_val_unseen_font,5,apache_crushed_Crushed-Regular,ofl_amaranth_Amaranth-Bold,0.0750882551074028,0.8656848669052124,0.3304242789745331
labels_val_unseen_font,6,apache_crushed_Crushed-Regular,ofl_aboreto_Aboreto-Regular,0.09859352558851242,0.8406968712806702,0.3304242789745331
labels_val_unseen_font,7,apache_crushed_Crushed-Regular,ofl_alfaslabone_AlfaSlabOne-Regular,0.08367535471916199,0.879715085029602,0.3304242789745331
labels_val_unseen_font,8,apache_crushed_Crushed-Regular,apache_maidenorange_MaidenOrange-Regular,0.07797832041978836,0.8548070192337036,0.5396549701690674
labels_val_unseen_font,9,apache_crushed_Crushed-Regular,ofl_abeezee_ABeeZee-Italic,0.12517181038856506,0.8522647619247437,0.5396549701690674
labels_val_unseen_font,A,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_aboreto_Aboreto-Regular,0.21570828557014465,0.711747407913208,0.5396549701690674
labels_val_unseen_font,B,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_opensanshebrew_OpenSansHebrew-Bold,0.2502285838127136,0.6799073815345764,0.5396549701690674
labels_val_unseen_font,C,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_maidenorange_MaidenOrange-Regular,0.11278360337018967,0.793579638004303,0.5396549701690674
labels_val_unseen_font,D,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_opensanshebrew_OpenSansHebrew-Bold,0.3246782720088959,0.6546937823295593,0.5396549701690674
labels_val_unseen_font,E,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_opensanshebrew_OpenSansHebrew-ExtraBold,0.22303438186645508,0.6860027313232422,0.5396549701690674
labels_val_unseen_font,F,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_unkempt_Unkempt-Bold,0.21936966478824615,0.7140088677406311,0.5396549701690674
labels_val_unseen_font,G,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_montez_Montez-Regular,0.26738935708999634,0.6740388870239258,0.5396549701690674
labels_val_unseen_font,H,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_opensanshebrew_OpenSansHebrew-Bold,0.19124647974967957,0.6762808561325073,0.5396549701690674
labels_val_unseen_font,I,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_opensanshebrew_OpenSansHebrew-Bold,0.07256541401147842,0.8544737100601196,0.5396549701690674
labels_val_unseen_font,J,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_creepstercaps_CreepsterCaps-Regular,0.2082347571849823,0.7458704710006714,0.5396549701690674
labels_val_unseen_font,L,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_opensanshebrew_OpenSansHebrew-ExtraBold,0.2143554389476776,0.7348673343658447,0.5396549701690674
labels_val_unseen_font,M,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_opensanshebrew_OpenSansHebrew-Bold,0.2537534832954407,0.6075736284255981,0.5396549701690674
labels_val_unseen_font,N,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_amaranth_Amaranth-Bold,0.19233191013336182,0.6877261400222778,0.5396549701690674
labels_val_unseen_font,O,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_almendradisplay_AlmendraDisplay-Regular,0.16316568851470947,0.7472437024116516,0.5396549701690674
labels_val_unseen_font,P,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_montez_Montez-Regular,0.2320670485496521,0.7224457859992981,0.5437772274017334
labels_val_unseen_font,R,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_allkin_Allkin-Regular,0.3333330750465393,0.6310791969299316,0.5437772274017334
labels_val_unseen_font,S,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_opensanshebrew_OpenSansHebrew-ExtraBold,0.17107081413269043,0.7497389912605286,0.5437772274017334
labels_val_unseen_font,T,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_opensanshebrew_OpenSansHebrew-Bold,0.08292587101459503,0.8389043807983398,0.5437772274017334
labels_val_unseen_font,U,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_opensanshebrewcondensed_OpenSansHebrewCondensed-BoldItalic,0.13528531789779663,0.7678225636482239,0.5437772274017334
labels_val_unseen_font,V,apache_fontdinerswanky_FontdinerSwanky-Regular,ofl_almendradisplay_AlmendraDisplay-Regular,0.1302051842212677,0.7706820964813232,0.5437772274017334
labels_val_unseen_font,W,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_syncopate_Syncopate-Regular,0.23139314353466034,0.6606454849243164,0.5437772274017334
labels_val_unseen_font,Y,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_maidenorange_MaidenOrange-Regular,0.15261210501194,0.7624485492706299,0.5437772274017334
labels_val_unseen_font,Z,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_unkempt_Unkempt-Bold,0.1943853199481964,0.7283927202224731,0.5437772274017334
labels_val_unseen_font,a,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_unkempt_Unkempt-Bold,0.09357473254203796,0.8342663049697876,0.5437772274017334
labels_val_unseen_font,b,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_walterturncoat_WalterTurncoat-Regular,0.3536946475505829,0.6490738987922668,0.5437772274017334
labels_val_unseen_font,c,apache_fontdinerswanky_FontdinerSwanky-Regular,apache_syncopate_Syncopate-Regular,0.26164281368255615,0.7475089430809021,0.5437772274017334
